"Hwins","Awins","IsDraw","goals2H","Hgoals","Agoals","Hgoals1H","Agoals1H","HG_LY","HGA_LY","HM_LY","AG_LY","AGA_LY","AM_LY","HG_TY","HGA_TY","HM_TY","AG_TY","AGA_TY","AM_TY","Hrelegated","Hpromoted","Arelegated","Apromoted"
1,0,0,3,2,1,0,0,46,59,34,63,43,34,0,0,0,0,0,0,0,0,0,0
0,0,1,3,2,2,1,0,40,48,34,42,66,34,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,0,2,0,72,70,34,47,47,34,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,2,0,1,45,44,34,47,34,34,3,3,2,3,2,2,0,0,0,0
0,1,0,0,0,1,0,1,NA,NA,NA,46,51,34,2,5,2,3,5,2,1,0,0,0
1,0,0,0,1,0,1,0,42,58,38,46,53,38,3,5,2,4,4,2,0,0,0,0
0,1,0,1,0,1,0,0,34,42,38,53,40,38,1,2,2,3,5,2,0,0,0,0
1,0,0,2,2,0,0,0,46,26,38,48,53,38,1,0,2,2,1,2,0,0,0,0
1,0,0,1,2,0,1,0,45,53,38,NA,NA,NA,2,1,2,1,1,2,0,0,0,1
0,1,0,2,1,3,1,1,30,44,38,49,43,38,3,2,2,5,1,2,0,0,0,0
0,1,0,2,0,2,0,0,44,52,38,NA,NA,NA,3,5,2,3,1,2,0,0,0,1
1,0,0,0,1,0,1,0,53,42,38,35,45,38,4,3,3,3,2,3,0,0,0,0
0,0,1,0,0,0,0,0,45,69,34,NA,NA,NA,4,6,2,3,3,2,0,0,0,1
1,0,0,2,2,0,0,0,72,51,34,NA,NA,NA,2,3,2,4,3,2,0,0,0,1
1,0,0,1,3,0,2,0,NA,NA,NA,54,50,34,2,5,2,4,3,2,0,1,0,0
0,1,0,2,0,2,0,0,42,44,30,28,46,30,5,7,4,3,4,4,0,0,0,0
0,1,0,2,0,2,0,0,36,53,30,36,41,30,4,5,4,4,9,4,0,0,0,0
0,0,1,1,2,2,1,2,59,17,30,NA,NA,NA,8,8,4,7,5,4,0,0,0,1
0,0,1,1,1,1,0,1,51,38,30,NA,NA,NA,5,6,4,9,7,4,0,0,0,1
1,0,0,3,2,1,0,0,40,44,30,25,35,30,0,2,1,1,1,1,0,0,0,0
0,1,0,0,0,1,0,1,28,59,30,57,25,30,0,2,1,2,0,1,0,0,0,0
1,0,0,1,1,0,0,0,54,20,30,28,42,30,1,1,1,1,1,1,0,0,0,0
0,0,1,1,1,1,1,0,38,53,38,45,52,38,1,0,1,0,1,1,0,0,0,0
0,0,1,0,1,1,1,1,41,60,38,64,43,38,2,2,1,1,2,1,0,0,0,0
1,0,0,1,4,0,3,0,55,51,38,NA,NA,NA,1,0,1,0,1,1,0,0,0,1
1,0,0,2,3,0,1,0,100,33,38,30,50,38,0,0,0,0,0,0,0,0,0,0
1,0,0,3,3,1,1,0,49,54,38,35,54,38,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,62,55,38,0,0,0,0,0,0,0,1,0,0
0,1,0,2,0,2,0,0,35,43,38,60,44,38,0,0,0,0,0,0,0,0,0,0
0,1,0,3,2,3,1,1,NA,NA,NA,46,40,42,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0,1,0,52,50,42,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,1,1,0,NA,NA,NA,57,57,42,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,39,56,42,41,48,42,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,46,49,42,46,49,42,0,0,0,0,0,0,0,0,0,0
0,1,0,3,2,3,0,2,52,59,42,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
0,0,1,2,1,1,0,0,59,43,34,49,62,34,0,0,0,0,0,0,0,0,0,0
0,0,1,2,2,2,1,1,NA,NA,NA,52,54,34,0,0,0,0,0,0,0,1,0,0
1,0,0,2,2,0,0,0,NA,NA,NA,36,39,34,3,2,2,2,0,2,0,1,0,0
1,0,0,2,2,0,0,0,34,33,34,64,38,34,3,3,2,6,2,2,0,0,0,0
1,0,0,1,2,1,1,1,55,39,34,NA,NA,NA,4,3,2,5,2,2,0,0,1,0
0,1,0,0,0,1,0,1,56,44,38,NA,NA,NA,3,2,2,0,2,2,0,0,0,1
0,1,0,0,0,1,0,1,40,43,38,63,31,38,2,1,2,2,6,2,0,0,0,0
0,0,1,0,0,0,0,0,56,34,38,47,45,38,5,1,2,6,4,2,0,0,0,0
0,1,0,3,1,3,1,0,69,28,34,60,45,34,7,2,2,9,2,2,0,0,0,0
1,0,0,3,3,0,0,0,45,64,34,57,53,34,2,3,2,6,3,2,0,0,0,0
0,1,0,1,1,2,1,1,76,40,34,46,65,34,2,1,2,2,3,2,0,0,0,0
0,0,1,1,1,1,0,1,43,54,34,72,37,34,2,7,2,3,3,2,0,0,0,0
1,0,0,2,2,1,0,1,47,49,34,65,49,34,4,1,2,3,6,2,0,0,0,0
1,0,0,1,1,0,0,0,61,31,30,28,35,30,8,3,4,3,6,4,0,0,0,0
1,0,0,0,1,0,1,0,29,55,30,48,31,30,2,3,4,4,2,4,0,0,0,0
1,0,0,2,3,1,1,1,34,51,30,54,28,30,5,8,4,5,2,4,0,0,0,0
1,0,0,2,3,1,2,0,19,33,30,43,33,30,3,1,1,0,1,1,0,0,0,0
0,1,0,0,0,1,0,1,NA,NA,NA,58,18,30,0,3,1,2,0,1,0,1,0,0
0,1,0,4,1,5,0,2,42,26,30,21,35,30,1,1,1,2,0,1,0,0,0,0
1,0,0,1,2,0,1,0,41,41,30,23,37,30,0,2,1,1,3,1,0,0,0,0
1,0,0,3,3,1,1,0,102,37,38,101,50,38,2,0,1,2,1,1,0,0,0,0
1,0,0,1,2,0,1,0,104,38,38,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,46,80,38,77,26,38,0,0,0,0,0,0,0,0,0,0
0,0,1,2,1,1,0,0,30,43,34,48,47,34,6,2,2,1,1,2,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,39,37,30,1,0,1,3,0,1,0,1,0,0
1,0,0,0,1,0,1,0,35,54,38,43,71,38,1,3,1,1,1,1,0,0,0,0
1,0,0,1,3,0,2,0,51,53,38,39,46,38,1,1,1,1,0,1,0,0,0,0
0,1,0,3,2,3,0,2,47,47,34,80,38,34,0,2,1,0,2,1,0,0,0,0
0,0,1,3,2,2,0,1,36,39,34,55,39,34,2,2,3,6,4,3,0,0,0,0
0,0,1,0,0,0,0,0,46,51,34,NA,NA,NA,4,5,3,4,0,3,0,0,0,1
0,1,0,2,0,4,0,2,48,47,34,NA,NA,NA,2,2,3,2,6,3,0,0,1,0
1,0,0,2,4,0,2,0,53,40,38,30,44,38,4,5,3,4,5,3,0,0,0,0
0,1,0,1,0,4,0,3,NA,NA,NA,56,44,38,7,6,4,4,0,4,0,1,0,0
0,1,0,2,1,2,0,1,35,45,38,NA,NA,NA,3,3,4,2,9,4,0,0,1,0
0,0,1,0,0,0,0,0,43,59,38,NA,NA,NA,4,7,4,3,1,4,0,0,0,1
0,0,1,0,0,0,0,0,44,52,38,NA,NA,NA,2,3,4,3,2,4,0,0,1,0
0,0,1,0,1,1,1,1,43,43,38,57,58,38,5,4,4,7,6,4,0,0,0,0
0,0,1,2,2,2,1,1,49,54,38,36,38,38,7,6,4,3,5,4,0,0,0,0
0,0,1,0,0,0,0,0,51,47,38,31,38,38,3,2,4,7,10,4,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,53,42,38,4,5,4,5,3,4,1,0,0,0
1,0,0,1,1,0,0,0,45,69,34,NA,NA,NA,4,6,3,5,5,3,0,0,0,1
0,1,0,0,0,1,0,1,39,37,30,42,44,30,9,5,5,5,9,5,0,0,0,0
0,0,1,0,1,1,1,1,25,35,30,41,41,30,2,3,2,2,2,2,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,64,43,38,1,4,2,2,3,2,0,1,0,0
0,1,0,6,3,6,1,2,61,39,38,71,27,38,4,4,2,5,1,2,0,0,0,0
0,1,0,1,0,1,0,0,102,37,38,45,52,38,5,1,2,1,2,2,0,0,0,0
0,0,1,4,3,3,1,1,43,59,38,33,48,38,0,2,2,2,5,2,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,41,60,38,0,5,2,3,3,2,0,1,0,0
1,0,0,1,3,0,2,0,54,54,38,43,59,38,3,1,2,2,2,2,0,0,0,0
0,1,0,2,1,3,1,1,40,51,38,54,46,38,3,2,2,1,2,2,0,0,0,0
0,0,1,3,2,2,0,1,55,40,46,41,61,46,4,3,4,7,5,4,0,0,0,0
0,0,1,1,1,1,1,0,84,52,46,60,54,46,8,4,4,4,5,4,0,0,0,0
0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,9,4,5,3,4,1,0,1,0
1,0,0,0,1,0,1,0,59,67,46,59,60,46,2,8,4,4,9,4,0,0,0,0
0,1,0,0,0,1,0,1,62,50,46,70,56,46,6,5,4,4,8,4,0,0,0,0
1,0,0,2,2,1,1,0,46,74,46,38,66,46,4,2,4,2,7,4,0,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,67,66,46,7,2,4,8,5,4,1,0,0,0
0,1,0,1,0,2,0,1,NA,NA,NA,NA,NA,NA,2,3,4,4,4,4,0,1,0,1
0,1,0,0,0,1,0,1,63,65,46,67,64,46,5,3,4,10,3,4,0,0,0,0
1,0,0,5,4,2,1,0,74,64,46,58,65,46,9,4,4,4,9,4,0,0,0,0
1,0,0,1,4,0,3,0,61,48,46,58,74,46,4,5,4,4,5,4,0,0,0,0
1,0,0,2,3,1,2,0,NA,NA,NA,70,62,46,3,1,4,7,7,4,0,1,0,0
0,1,0,2,1,3,0,2,53,61,46,72,58,46,4,7,4,6,4,4,0,0,0,0
0,1,0,1,0,2,0,1,NA,NA,NA,50,59,46,6,4,4,4,7,4,1,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,85,45,46,5,1,4,4,3,4,0,1,0,0
1,0,0,0,2,0,2,0,60,79,46,54,80,46,7,10,4,4,11,4,0,0,0,0
1,0,0,1,2,0,1,0,63,65,46,48,54,46,7,5,4,3,4,4,0,0,0,0
0,1,0,1,1,2,1,1,59,73,46,NA,NA,NA,5,5,4,4,3,4,0,0,0,1
0,0,1,0,1,1,1,1,72,46,46,48,46,46,7,2,4,4,4,4,0,0,0,0
0,1,0,2,0,2,0,0,NA,NA,NA,57,54,46,7,6,4,6,4,4,0,1,0,0
1,0,0,3,2,1,0,0,NA,NA,NA,49,49,46,2,10,4,2,3,4,0,1,0,0
0,0,1,1,1,1,0,1,63,59,46,74,77,46,7,4,4,5,5,4,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,3,7,4,8,5,4,1,0,1,0
1,0,0,2,3,0,1,0,66,39,38,35,43,38,0,1,1,0,2,1,0,0,0,0
1,0,0,0,2,1,2,1,77,26,38,NA,NA,NA,0,0,1,1,0,1,0,0,0,1
0,0,1,2,1,1,0,0,NA,NA,NA,49,54,38,0,2,1,3,1,1,0,1,0,0
0,1,0,2,1,2,0,1,41,51,38,69,52,38,1,1,1,1,1,1,0,0,0,0
0,1,0,3,1,2,0,0,46,40,42,52,50,42,3,2,1,1,0,1,0,0,0,0
1,0,0,2,3,1,1,1,60,47,42,52,59,42,0,2,1,2,3,1,0,0,0,0
1,0,0,1,1,0,0,0,41,48,42,NA,NA,NA,0,0,1,2,1,1,0,0,1,0
0,1,0,2,1,2,0,1,NA,NA,NA,39,56,42,0,1,1,0,0,1,0,1,0,0
0,0,1,1,1,1,0,1,46,49,42,NA,NA,NA,0,1,1,2,3,1,0,0,0,1
0,0,1,1,1,1,1,0,49,53,42,NA,NA,NA,0,0,1,2,0,1,0,0,1,0
0,1,0,2,0,3,0,1,51,75,34,NA,NA,NA,0,0,1,2,2,1,0,0,0,1
1,0,0,5,4,2,0,1,60,41,34,40,48,34,2,0,1,2,2,1,0,0,0,0
0,0,1,1,1,1,0,1,63,43,34,94,23,34,1,2,1,2,1,1,0,0,0,0
0,1,0,0,0,2,0,2,49,62,34,NA,NA,NA,1,1,1,0,0,1,0,0,0,1
0,0,1,1,1,1,0,1,42,66,34,72,70,34,2,2,1,2,0,1,0,0,0,0
0,0,1,2,2,2,1,1,63,50,34,40,57,34,1,2,1,1,0,1,0,0,0,0
0,1,0,1,0,3,0,2,42,54,34,45,44,34,1,7,3,3,5,3,0,0,0,0
0,0,1,1,1,1,0,1,47,34,34,NA,NA,NA,5,2,3,4,6,3,0,0,0,1
0,1,0,1,0,1,0,0,NA,NA,NA,47,45,38,5,1,3,6,4,3,0,1,0,0
1,0,0,4,4,2,1,1,NA,NA,NA,44,52,38,1,2,3,3,7,3,0,1,0,0
1,0,0,4,4,0,0,0,48,53,38,34,42,38,2,3,3,1,3,3,0,0,0,0
0,0,1,1,1,1,0,1,63,31,38,46,26,38,3,6,3,3,0,3,0,0,0,0
1,0,0,1,1,0,0,0,40,43,38,45,53,38,2,2,3,4,1,3,0,0,0,0
1,0,0,1,1,0,0,0,46,53,38,39,51,38,4,5,3,2,9,3,0,0,0,0
0,1,0,2,1,2,1,0,63,56,38,46,45,38,5,4,4,5,4,4,0,0,0,0
0,1,0,0,0,1,0,1,34,54,38,80,23,38,0,0,0,0,0,0,0,0,0,0
1,0,0,1,2,0,1,0,72,25,38,65,44,38,0,0,0,0,0,0,0,0,0,0
1,0,0,4,3,2,1,0,40,50,34,45,64,34,4,3,3,5,3,3,0,0,0,0
0,1,0,2,1,3,0,2,NA,NA,NA,54,50,34,3,3,3,4,6,3,0,1,0,0
1,0,0,2,3,1,1,1,NA,NA,NA,45,59,34,4,5,3,1,7,3,0,1,0,0
1,0,0,3,3,1,1,0,72,51,34,46,65,34,4,3,3,4,4,3,0,0,0,0
1,0,0,1,4,0,3,0,NA,NA,NA,29,55,30,10,8,5,3,3,5,0,1,0,0
0,0,1,2,1,1,0,0,28,46,30,42,39,30,5,4,5,6,7,5,0,0,0,0
1,0,0,0,2,0,2,0,28,35,30,36,53,30,3,7,5,4,7,5,0,0,0,0
0,0,1,2,2,2,0,2,NA,NA,NA,51,38,30,9,7,5,6,7,5,0,1,0,0
0,1,0,1,0,3,0,2,19,33,30,30,35,30,6,2,2,6,1,2,0,0,0,0
1,0,0,2,2,1,1,0,39,37,30,42,26,30,3,0,2,2,6,2,0,0,0,0
1,0,0,1,2,1,2,0,39,61,38,38,53,38,1,0,2,2,1,2,0,0,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,68,41,38,2,4,2,4,3,2,0,1,0,0
0,1,0,2,0,3,0,1,55,51,38,101,50,38,5,0,2,3,4,2,0,0,0,0
0,1,0,2,1,2,1,0,64,77,46,70,67,46,5,3,4,5,3,4,0,0,0,0
0,0,1,2,1,1,0,0,30,50,38,32,56,38,0,3,1,2,1,1,0,0,0,0
0,0,1,2,2,2,1,1,NA,NA,NA,46,80,38,1,2,1,0,0,1,0,1,0,0
1,0,0,2,4,2,2,2,62,55,38,104,38,38,0,1,1,2,0,1,0,0,0,0
0,1,0,1,0,1,0,0,60,44,38,100,33,38,2,0,1,3,0,1,0,0,0,0
0,0,1,0,0,0,0,0,57,57,42,53,53,42,1,1,1,0,0,1,0,0,0,0
1,0,0,1,2,1,1,1,NA,NA,NA,42,41,42,3,2,1,1,2,1,1,0,0,0
1,0,0,1,2,0,1,0,NA,NA,NA,NA,NA,NA,0,2,1,1,1,1,0,1,0,1
0,0,1,0,1,1,1,1,46,57,42,51,50,42,1,2,1,2,0,1,0,0,0,0
1,0,0,3,2,1,0,0,63,51,42,46,49,42,2,1,1,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,43,61,34,59,43,34,0,1,1,1,1,1,0,0,0,0
0,0,1,0,0,0,0,0,52,54,34,46,59,34,2,2,1,2,1,1,0,0,0,0
0,1,0,1,1,2,1,1,NA,NA,NA,30,43,34,6,4,3,7,3,3,1,0,0,0
0,0,1,1,1,1,0,1,38,41,34,NA,NA,NA,4,8,3,5,2,3,0,0,0,1
0,1,0,2,0,3,0,1,29,35,34,34,33,34,2,4,3,5,3,3,0,0,0,0
0,0,1,1,1,1,0,1,49,43,38,42,58,38,8,2,3,4,5,3,0,0,0,0
1,0,0,3,2,1,0,0,NA,NA,NA,56,44,38,1,3,3,3,3,3,0,1,0,0
1,0,0,3,5,0,2,0,84,23,38,56,34,38,4,2,3,5,1,3,0,0,0,0
0,0,1,0,0,0,0,0,43,51,38,62,68,38,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,58,46,38,0,0,0,0,0,0,0,1,0,0
0,1,0,1,1,2,1,1,41,50,38,77,39,38,0,0,0,0,0,0,0,0,0,0
1,0,0,3,3,1,1,0,57,49,38,54,54,38,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,0,NA,NA,NA,48,62,38,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,1,1,43,72,38,34,53,38,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,58,48,38,62,39,38,0,0,0,0,0,0,0,0,0,0
1,0,0,2,2,0,0,0,46,57,38,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
1,0,0,2,2,0,0,0,57,53,34,69,28,34,6,6,3,8,5,3,0,0,0,0
1,0,0,3,3,1,1,0,43,54,34,47,49,34,3,8,3,6,2,3,0,0,0,0
1,0,0,2,2,0,0,0,60,45,34,65,49,34,12,3,3,4,8,3,0,0,0,0
0,0,1,0,0,0,0,0,72,37,34,76,40,34,4,4,3,3,3,3,0,0,0,0
1,0,0,2,2,0,0,0,36,41,30,34,51,30,6,9,5,8,9,5,0,0,0,0
0,0,1,2,2,2,0,2,54,28,30,61,31,30,6,5,5,9,3,5,0,0,0,0
0,0,1,1,1,1,0,1,48,31,30,59,17,30,4,3,5,10,10,5,0,0,0,0
0,0,1,0,1,1,1,1,58,18,30,54,20,30,3,0,2,2,1,2,0,0,0,0
0,1,0,2,1,2,1,0,23,37,30,40,44,30,1,5,2,2,3,2,0,0,0,0
1,0,0,1,2,0,1,0,43,33,30,28,42,30,1,4,2,1,2,2,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,28,59,30,1,6,2,0,3,2,0,1,0,0
1,0,0,3,3,0,0,0,57,25,30,NA,NA,NA,3,0,2,1,0,2,0,0,0,1
1,0,0,1,3,0,2,0,64,38,34,44,49,34,6,4,3,3,4,3,0,0,0,0
1,0,0,1,2,0,1,0,38,32,38,47,37,38,2,2,4,3,2,4,0,0,0,0
1,0,0,2,4,0,2,0,21,35,30,NA,NA,NA,7,1,2,0,4,2,0,0,0,1
1,0,0,0,1,0,1,0,74,77,46,60,79,46,6,6,5,9,10,5,0,0,0,0
0,1,0,1,1,3,1,2,57,54,46,NA,NA,NA,8,4,5,4,8,5,0,0,1,0
1,0,0,2,2,0,0,0,70,67,46,NA,NA,NA,7,4,5,4,11,5,0,0,0,1
0,1,0,3,0,4,0,1,48,54,46,NA,NA,NA,3,6,5,7,8,5,0,0,0,1
1,0,0,0,1,0,1,0,50,59,46,NA,NA,NA,6,7,5,6,2,5,0,0,0,1
1,0,0,3,3,1,1,0,72,58,46,59,73,46,9,5,5,6,7,5,0,0,0,0
0,0,1,0,0,0,0,0,49,49,46,53,61,46,3,5,5,5,10,5,0,0,0,0
0,0,1,1,1,1,1,0,NA,NA,NA,63,51,42,3,4,2,4,2,2,0,1,0,0
1,0,0,1,2,0,1,0,52,50,42,46,49,42,3,1,2,1,2,2,0,0,0,0
0,1,0,3,1,3,0,1,NA,NA,NA,57,57,42,3,1,2,1,1,2,1,0,0,0
1,0,0,1,2,0,1,0,53,53,42,NA,NA,NA,0,0,2,2,2,2,0,0,0,1
0,1,0,1,0,3,0,2,52,59,42,42,41,42,3,6,2,2,4,2,0,0,0,0
1,0,0,3,4,1,1,1,60,47,42,49,53,42,3,3,2,1,1,2,0,0,0,0
1,0,0,3,3,0,0,0,51,50,42,41,48,42,3,1,2,1,0,2,0,0,0,0
1,0,0,3,3,1,0,1,NA,NA,NA,46,57,42,1,3,2,2,3,2,0,1,0,0
0,1,0,1,1,2,0,2,39,56,42,46,40,42,2,1,2,4,4,2,0,0,0,0
1,0,0,4,4,1,0,1,46,49,42,NA,NA,NA,2,2,2,5,3,2,0,0,1,0
1,0,0,3,3,1,1,0,NA,NA,NA,NA,NA,NA,2,2,2,1,3,2,1,0,0,1
0,0,1,0,1,1,1,1,43,71,38,NA,NA,NA,1,2,2,1,3,2,0,0,0,1
0,0,1,4,3,3,1,1,60,41,34,42,66,34,6,2,2,3,3,2,0,0,0,0
0,0,1,1,1,1,0,1,30,43,34,47,34,34,9,4,4,6,3,4,0,0,0,0
1,0,0,4,4,1,1,0,34,33,34,36,39,34,8,3,4,4,4,4,0,0,0,0
1,0,0,0,1,0,1,0,55,39,34,46,51,34,8,6,4,4,5,4,0,0,0,0
1,0,0,1,2,1,1,1,56,44,38,63,31,38,4,5,4,4,7,4,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,43,59,38,3,2,5,4,7,5,1,0,0,0
1,0,0,0,2,0,2,0,46,45,38,NA,NA,NA,7,5,5,7,10,5,0,0,0,1
1,0,0,0,1,0,1,0,36,38,38,63,56,38,5,7,5,6,6,5,0,0,0,0
1,0,0,1,1,0,0,0,31,38,38,43,43,38,7,10,5,6,5,5,0,0,0,0
1,0,0,1,1,0,0,0,53,42,38,51,47,38,6,3,5,3,2,5,0,0,0,0
0,0,1,0,0,0,0,0,49,54,38,38,32,38,9,8,5,4,2,5,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,44,52,38,3,1,5,2,3,5,0,1,0,0
0,0,1,0,1,1,1,1,NA,NA,NA,57,58,38,4,10,5,8,7,5,1,0,0,0
0,1,0,2,0,5,0,3,41,41,30,58,18,30,3,3,3,4,1,3,0,0,0,0
0,0,1,3,2,2,0,1,68,41,38,102,37,38,5,4,3,5,2,3,0,0,0,0
1,0,0,4,4,2,1,1,71,27,38,54,54,38,11,4,3,6,1,3,0,0,0,0
0,0,1,0,0,0,0,0,33,48,38,NA,NA,NA,5,8,3,1,4,3,0,0,0,1
0,1,0,0,0,1,0,1,101,50,38,39,61,38,6,4,3,3,1,3,0,0,0,0
1,0,0,2,4,0,2,0,54,46,38,43,59,38,4,3,3,3,5,3,0,0,0,0
0,1,0,1,0,1,0,0,45,52,38,NA,NA,NA,2,2,3,3,5,3,0,0,0,1
0,0,1,2,2,2,1,1,41,60,38,55,51,38,3,4,3,5,3,3,0,0,0,0
0,1,0,1,0,2,0,1,43,59,38,61,39,38,2,5,3,7,10,3,0,0,0,0
0,0,1,1,1,1,1,0,58,74,46,59,67,46,4,9,5,3,8,5,0,0,0,0
1,0,0,4,3,1,0,0,70,62,46,61,48,46,8,10,5,8,5,5,0,0,0,0
0,0,1,0,0,0,0,0,38,66,46,NA,NA,NA,3,9,5,6,2,5,0,0,0,1
0,0,1,0,0,0,0,0,59,60,46,63,65,46,4,10,5,5,4,5,0,0,0,0
0,0,1,2,1,1,0,0,67,66,46,NA,NA,NA,9,6,5,2,5,5,0,0,0,1
1,0,0,2,3,2,2,1,NA,NA,NA,55,40,46,6,4,5,6,5,5,0,1,0,0
0,1,0,4,2,4,2,0,NA,NA,NA,NA,NA,NA,6,4,5,8,3,5,1,0,1,0
1,0,0,0,1,0,1,0,41,61,46,74,64,46,9,7,5,13,6,5,0,0,0,0
0,1,0,2,1,2,0,1,58,65,46,62,50,46,6,13,5,6,6,5,0,0,0,0
1,0,0,1,2,0,1,0,60,54,46,46,74,46,5,6,5,6,3,5,0,0,0,0
1,0,0,2,3,0,1,0,70,56,46,NA,NA,NA,5,8,5,3,10,5,0,0,1,0
0,1,0,6,3,5,0,2,NA,NA,NA,63,65,46,9,6,5,9,5,5,1,0,0,0
0,1,0,0,1,2,1,2,57,54,46,63,59,46,9,7,6,8,5,5,0,0,0,0
1,0,0,1,3,0,2,0,70,67,46,NA,NA,NA,9,4,6,6,6,5,0,0,1,0
1,0,0,5,4,1,0,0,NA,NA,NA,NA,NA,NA,6,4,5,4,13,6,0,1,0,1
1,0,0,2,2,1,1,0,74,77,46,NA,NA,NA,7,6,6,7,9,6,0,0,1,0
1,0,0,1,1,0,0,0,48,54,46,NA,NA,NA,3,10,6,6,3,6,0,0,0,1
1,0,0,0,2,1,2,1,54,80,46,59,73,46,4,13,5,7,10,6,0,0,0,0
0,1,0,2,0,2,0,0,85,45,46,53,61,46,5,4,5,5,10,6,0,0,0,0
0,0,1,0,0,0,0,0,50,59,46,60,79,46,7,7,6,9,11,6,0,0,0,0
0,0,1,0,0,0,0,0,72,58,46,64,77,46,12,6,6,6,5,5,0,0,0,0
1,0,0,1,1,0,0,0,48,46,46,NA,NA,NA,5,5,5,11,8,6,0,0,0,1
1,0,0,2,3,1,1,1,49,49,46,72,46,46,3,5,6,8,3,5,0,0,0,0
1,0,0,2,2,0,0,0,100,33,38,66,39,38,4,0,2,3,1,2,0,0,0,0
0,0,1,3,2,2,1,0,49,54,38,62,55,38,4,2,2,4,3,2,0,0,0,0
0,0,1,0,0,0,0,0,39,46,38,35,43,38,1,3,2,0,5,2,0,0,0,0
0,1,0,1,1,2,1,1,104,38,38,77,26,38,4,4,2,2,1,2,0,0,0,0
0,1,0,2,2,3,0,3,57,57,42,60,47,42,4,2,3,7,4,3,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,4,3,4,4,3,0,1,1,0
0,1,0,2,1,2,0,1,46,57,42,53,53,42,3,6,3,2,0,3,0,0,0,0
0,1,0,2,1,3,1,1,42,41,42,46,49,42,5,4,3,6,3,3,0,0,0,0
0,1,0,2,1,2,1,0,NA,NA,NA,51,50,42,2,6,3,6,1,3,0,1,0,0
1,0,0,1,2,0,1,0,94,23,34,49,62,34,3,2,2,1,3,2,0,0,0,0
1,0,0,2,3,1,2,0,80,38,34,43,61,34,3,4,2,0,1,2,0,0,0,0
0,1,0,3,1,3,0,1,40,48,34,52,54,34,4,6,2,2,2,2,0,0,0,0
0,0,1,2,1,1,0,0,72,70,34,63,50,34,3,1,2,3,4,2,0,0,0,0
1,0,0,4,4,1,1,0,59,43,34,63,43,34,1,1,2,2,3,2,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,2,2,2,0,2,0,1,0,1
1,0,0,1,2,0,1,0,NA,NA,NA,42,54,34,6,3,4,1,10,4,0,1,0,0
1,0,0,2,3,1,2,0,NA,NA,NA,NA,NA,NA,4,0,4,7,6,4,0,1,1,0
0,0,1,1,1,1,0,1,42,58,38,NA,NA,NA,5,6,4,5,4,4,0,0,0,1
1,0,0,0,1,0,1,0,45,53,38,48,53,38,4,2,4,6,3,4,0,0,0,0
1,0,0,1,1,0,0,0,30,44,38,NA,NA,NA,4,9,4,3,4,4,0,0,0,1
1,0,0,1,2,0,1,0,44,52,38,46,53,38,5,11,4,5,5,4,0,0,0,0
0,0,1,1,1,1,0,1,47,45,38,84,23,38,7,4,4,9,2,4,0,0,0,0
1,0,0,1,1,0,0,0,56,34,38,NA,NA,NA,5,6,4,5,2,4,0,0,0,1
0,0,1,1,1,1,1,0,47,37,38,NA,NA,NA,3,4,5,4,6,5,0,0,1,0
0,1,0,0,0,1,0,1,NA,NA,NA,72,25,38,0,2,1,2,0,1,0,1,0,0
1,0,0,1,2,0,1,0,80,23,38,46,57,38,1,0,1,2,0,1,0,0,0,0
1,0,0,1,2,1,2,0,69,28,34,45,59,34,8,7,4,2,10,4,0,0,0,0
0,1,0,0,0,1,0,1,54,50,34,72,51,34,7,7,4,7,4,4,0,0,0,0
