"Hwins","Awins","IsDraw","goals2H","Hgoals","Agoals","Hgoals1H","Agoals1H","HG_LY","HGA_LY","HM_LY","AG_LY","AGA_LY","AM_LY","HG_TY","HGA_TY","HM_TY","AG_TY","AGA_TY","AM_TY","Hrelegated","Hpromoted","Arelegated","Apromoted"
1,0,0,1,1,0,0,0,46,46,46,66,43,46,37,50,32,36,30,33,0,0,0,0
0,1,0,2,1,2,1,0,72,42,46,NA,NA,NA,57,26,33,64,27,33,0,0,1,0
0,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,44,27,32,51,53,34,1,0,0,1
0,0,1,0,2,2,2,2,55,40,46,NA,NA,NA,44,32,34,42,41,33,0,0,1,0
1,0,0,1,2,1,2,0,56,73,46,67,49,46,51,61,34,29,52,33,0,0,0,0
1,0,0,1,1,0,0,0,73,49,46,82,73,46,47,40,33,49,46,34,0,0,0,0
0,1,0,2,1,2,0,1,NA,NA,NA,44,58,46,50,57,34,21,33,34,0,1,0,0
0,1,0,3,1,2,0,0,60,47,46,NA,NA,NA,59,34,33,44,43,33,0,0,0,1
1,0,0,4,4,3,1,2,58,79,46,NA,NA,NA,35,47,34,40,35,33,0,0,1,0
1,0,0,3,3,1,0,1,64,71,46,71,56,46,32,48,34,44,53,34,0,0,0,0
0,1,0,2,1,2,1,0,38,35,38,34,52,38,31,40,24,23,37,23,0,0,0,0
0,0,1,2,2,2,1,1,45,48,38,49,61,38,37,32,24,39,31,24,0,0,0,0
1,0,0,0,1,0,1,0,46,48,38,NA,NA,NA,34,43,24,20,39,24,0,0,0,1
1,0,0,3,6,1,3,1,112,29,38,40,62,38,65,20,24,26,48,24,0,0,0,0
0,0,1,0,2,2,2,2,51,59,38,40,74,38,37,37,23,33,31,24,0,0,0,0
1,0,0,2,2,1,1,0,46,69,38,NA,NA,NA,22,52,24,24,29,24,0,0,0,1
0,1,0,3,1,4,0,2,NA,NA,NA,44,35,38,24,55,24,32,18,24,0,1,0,0
0,0,1,4,3,3,1,1,110,34,38,45,53,38,60,22,23,32,36,24,0,0,0,0
0,0,1,4,2,2,0,0,36,42,38,33,44,38,22,36,26,22,35,26,0,0,0,0
0,0,1,1,1,1,1,0,45,61,38,63,18,38,26,39,23,44,21,24,0,0,0,0
1,0,0,0,1,0,1,0,51,50,38,58,45,38,48,29,24,31,29,24,0,0,0,0
0,1,0,3,1,3,0,1,53,49,46,50,58,46,36,49,34,46,34,34,0,0,0,0
0,1,0,2,2,3,1,2,34,52,38,45,48,38,25,38,24,39,34,25,0,0,0,0
0,0,1,0,1,1,1,1,45,46,42,55,56,42,31,21,27,24,44,27,0,0,0,0
0,0,1,2,2,2,1,1,42,52,34,NA,NA,NA,21,28,22,41,22,22,0,0,0,1
0,1,0,2,1,2,1,0,56,40,34,32,47,34,30,34,22,21,23,22,0,0,0,0
0,0,1,2,3,3,2,2,NA,NA,NA,49,47,34,32,26,22,16,19,22,0,1,0,0
1,0,0,1,2,0,1,0,56,50,34,NA,NA,NA,35,23,22,25,22,22,0,0,0,1
0,0,1,1,1,1,1,0,50,57,38,67,43,38,35,33,27,54,31,26,0,0,0,0
0,0,1,1,2,2,1,2,NA,NA,NA,36,41,38,27,28,27,30,45,27,1,0,0,0
0,1,0,3,1,2,0,0,47,46,38,NA,NA,NA,20,31,27,28,22,27,0,0,1,0
0,1,0,1,0,1,0,0,47,59,38,50,52,38,37,35,27,39,30,27,0,0,0,0
0,1,0,1,1,2,0,2,34,41,38,34,42,38,35,27,27,30,35,27,0,0,0,0
0,0,1,1,1,1,0,1,56,53,38,35,42,38,31,30,27,23,31,27,0,0,0,0
0,1,0,4,2,3,1,0,43,38,38,39,35,38,26,34,27,36,28,27,0,0,0,0
0,1,0,0,0,1,0,1,34,36,38,52,37,38,26,24,27,26,24,27,0,0,0,0
0,0,1,3,2,2,0,1,46,61,34,NA,NA,NA,41,28,24,22,40,24,0,0,0,1
0,0,1,0,0,0,0,0,38,54,34,24,41,34,21,36,23,24,25,23,0,0,0,0
1,0,0,2,3,1,1,1,68,36,38,NA,NA,NA,27,44,26,23,50,26,0,0,0,1
1,0,0,2,3,1,2,0,63,50,38,65,36,38,55,33,26,54,28,25,0,0,0,0
0,0,1,0,1,1,1,1,49,35,38,45,67,38,38,21,25,36,51,26,0,0,0,0
1,0,0,0,2,0,2,0,41,55,38,NA,NA,NA,30,40,26,19,28,26,0,0,0,1
1,0,0,3,3,2,1,1,42,52,38,NA,NA,NA,32,57,26,28,37,26,0,0,0,1
0,1,0,4,3,4,1,2,40,50,38,59,41,38,30,43,26,28,31,25,0,0,0,0
0,1,0,2,0,2,0,0,34,48,38,39,51,38,36,32,26,33,46,26,0,0,0,0
1,0,0,1,1,0,0,0,46,46,46,NA,NA,NA,38,50,33,30,40,34,0,0,0,1
0,0,1,0,0,0,0,0,54,71,46,NA,NA,NA,44,52,34,34,47,34,0,0,0,1
1,0,0,3,2,1,0,0,66,43,46,NA,NA,NA,36,31,34,52,48,34,0,0,0,1
1,0,0,3,3,1,1,0,66,79,46,45,45,46,56,39,33,46,41,34,0,0,0,0
0,1,0,2,1,3,0,2,59,70,46,NA,NA,NA,44,36,33,66,28,34,0,0,1,0
0,0,1,0,1,1,1,1,53,51,46,72,67,46,35,42,34,50,48,33,0,0,0,0
1,0,0,3,3,0,0,0,43,47,46,72,42,46,46,58,34,58,28,34,0,0,0,0
1,0,0,2,2,1,0,1,54,54,46,56,51,46,37,48,34,47,49,34,0,0,0,0
1,0,0,3,2,1,0,0,52,59,46,53,58,46,47,45,34,39,44,32,0,0,0,0
0,1,0,2,0,2,0,0,53,71,46,NA,NA,NA,32,77,34,33,38,34,0,0,1,0
1,0,0,2,5,1,3,1,66,45,46,NA,NA,NA,42,33,34,59,48,34,0,0,1,0
0,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,45,28,33,46,44,34,1,0,0,1
1,0,0,0,1,0,1,0,55,40,46,82,73,46,46,34,35,49,47,35,0,0,0,0
0,1,0,2,1,2,0,1,56,73,46,71,56,46,53,62,35,45,56,35,0,0,0,0
1,0,0,1,2,1,1,1,73,49,46,NA,NA,NA,48,40,34,44,43,34,0,0,1,0
1,0,0,1,2,1,1,1,NA,NA,NA,NA,NA,NA,51,59,35,43,39,34,0,1,1,0
0,1,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,42,33,32,52,54,35,0,1,0,1
0,0,1,3,3,3,1,2,68,61,46,64,59,46,45,43,32,61,35,34,0,0,0,0
0,1,0,1,0,2,0,1,60,47,46,52,56,46,60,36,34,50,32,34,0,0,0,0
0,0,1,0,0,0,0,0,58,79,46,67,49,46,39,50,35,30,54,34,0,0,0,0
0,0,1,2,1,1,0,0,58,64,46,56,58,46,52,42,34,34,51,32,0,0,0,0
0,1,0,1,0,1,0,0,64,71,46,58,70,46,35,49,35,31,56,34,0,0,0,0
1,0,0,2,2,0,0,0,71,49,46,44,58,46,41,44,34,23,34,35,0,0,0,0
1,0,0,3,5,0,2,0,112,29,38,51,59,38,71,21,25,39,39,24,0,0,0,0
0,1,0,2,1,4,0,3,49,61,38,110,34,38,41,33,25,63,25,24,0,0,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,46,69,38,20,40,25,24,53,25,0,1,0,0
1,0,0,1,2,0,1,0,44,35,38,40,74,38,36,19,25,35,33,25,0,0,0,0
0,0,1,0,0,0,0,0,48,44,42,NA,NA,NA,21,28,27,30,33,27,0,0,0,1
1,0,0,3,5,1,3,0,46,28,42,NA,NA,NA,42,22,27,30,26,27,0,0,1,0
1,0,0,1,2,1,1,1,52,51,42,NA,NA,NA,32,32,27,38,25,27,0,0,0,1
0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,27,32,27,22,21,27,1,0,0,1
1,0,0,6,6,2,2,0,82,34,34,56,40,34,46,23,22,34,32,22,0,0,0,0
0,1,0,2,0,3,0,1,38,42,34,80,17,34,31,22,22,54,13,22,0,0,0,0
1,0,0,5,5,2,1,1,39,54,34,33,42,34,39,22,22,19,34,22,0,0,0,0
0,0,1,0,1,1,1,1,46,42,34,47,49,34,31,37,22,20,33,22,0,0,0,0
1,0,0,4,4,2,1,1,67,50,34,51,49,34,25,29,22,26,23,22,0,0,0,0
1,0,0,2,2,0,0,0,50,65,34,38,53,34,28,43,22,15,43,22,0,0,0,0
1,0,0,1,2,0,1,0,35,37,34,NA,NA,NA,17,33,22,39,27,22,0,0,1,0
0,1,0,0,1,2,1,2,32,46,34,45,39,34,27,31,22,21,27,22,0,0,0,0
0,0,1,0,0,0,0,0,36,42,38,42,37,38,24,38,27,31,22,27,0,0,0,0
0,1,0,2,2,3,1,2,39,52,38,40,38,38,27,43,27,25,33,27,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,58,41,38,37,44,27,44,21,27,0,1,0,0
0,0,1,1,1,1,1,0,NA,NA,NA,52,54,38,25,50,26,26,31,27,0,1,0,0
0,0,1,2,1,1,0,0,49,47,38,47,56,38,39,45,27,31,35,27,0,0,0,0
1,0,0,1,1,0,0,0,102,19,38,NA,NA,NA,55,19,27,18,34,27,0,0,0,1
0,0,1,0,1,1,1,1,NA,NA,NA,38,45,38,26,33,27,34,39,27,0,1,0,0
1,0,0,2,4,0,2,0,NA,NA,NA,NA,NA,NA,33,27,27,39,26,27,1,0,0,1
1,0,0,2,3,1,1,1,49,43,38,43,45,38,37,29,26,28,34,26,0,0,0,0
0,1,0,2,1,2,0,1,83,41,38,80,32,38,57,23,26,60,29,26,0,0,0,0
1,0,0,2,3,1,1,1,48,61,38,NA,NA,NA,31,32,26,27,57,26,0,0,0,1
1,0,0,2,4,0,2,0,88,32,34,34,55,34,44,17,24,15,32,24,0,0,0,0
1,0,0,1,2,1,2,0,49,64,34,35,53,34,33,31,24,21,27,24,0,0,0,0
1,0,0,2,3,1,2,0,56,54,34,55,38,34,24,46,24,35,29,24,0,0,0,0
0,0,1,2,1,1,0,0,36,39,30,31,35,30,33,28,28,37,52,28,0,0,0,0
1,0,0,0,2,1,2,1,42,30,30,64,30,30,34,34,28,53,20,28,0,0,0,0
1,0,0,3,3,2,2,0,48,50,30,51,29,30,38,31,28,62,27,28,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,41,51,30,26,53,28,45,35,28,0,1,0,0
0,0,1,0,0,0,0,0,55,44,30,35,40,30,50,35,28,24,34,28,0,0,0,0
1,0,0,2,2,1,1,0,28,47,30,NA,NA,NA,31,45,28,38,59,28,0,0,0,1
0,1,0,2,2,3,2,1,40,57,30,56,29,30,26,37,28,39,27,28,0,0,0,0
0,0,1,2,2,2,1,1,51,50,30,35,59,30,44,35,28,31,59,28,0,0,0,0
0,1,0,0,0,1,0,1,NA,NA,NA,88,22,34,18,35,23,51,13,23,0,1,0,0
1,0,0,5,7,0,2,0,67,30,34,40,56,34,46,11,23,16,33,23,0,0,0,0
1,0,0,2,3,1,1,1,54,35,34,47,38,34,33,20,23,22,32,23,0,0,0,0
0,1,0,1,0,2,0,1,48,62,38,71,41,38,24,48,26,51,29,25,0,0,0,0
1,0,0,4,3,2,1,0,69,35,38,59,55,38,50,18,26,42,27,26,0,0,0,0
1,0,0,1,1,0,0,0,58,45,38,38,35,38,31,30,25,32,42,25,0,0,0,0
1,0,0,2,3,0,1,0,63,18,38,46,48,38,45,22,25,35,43,25,0,0,0,0
1,0,0,4,5,2,1,2,45,53,38,NA,NA,NA,35,39,25,25,59,25,0,0,0,1
0,1,0,0,0,1,0,1,40,62,38,45,61,38,27,54,25,27,40,24,0,0,0,0
1,0,0,1,2,1,1,1,57,41,42,59,52,42,28,35,27,24,37,27,0,0,0,0
1,0,0,1,1,0,0,0,48,49,42,47,52,42,35,30,27,32,24,27,0,0,0,0
1,0,0,2,2,1,0,1,NA,NA,NA,40,46,42,38,19,27,36,37,27,1,0,0,0
0,1,0,2,1,2,0,1,44,50,42,44,51,42,37,34,27,26,32,27,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,39,45,42,30,37,27,26,33,27,0,1,0,0
1,0,0,1,3,0,2,0,50,44,42,57,51,42,33,38,27,33,35,27,0,0,0,0
0,1,0,1,1,2,1,1,34,52,34,NA,NA,NA,25,22,22,28,39,22,0,0,0,1
1,0,0,1,1,0,0,0,40,46,34,42,42,34,21,45,22,30,24,22,0,0,0,0
0,0,1,2,2,2,2,0,38,39,34,NA,NA,NA,27,40,22,21,40,22,0,0,0,1
1,0,0,1,1,0,0,0,49,55,34,68,41,34,24,31,22,35,37,22,0,0,0,0
0,0,1,1,2,2,1,2,42,40,34,40,50,34,31,21,22,29,23,22,0,0,0,0
0,1,0,3,1,4,0,2,47,58,38,48,42,38,27,53,27,36,36,27,0,0,0,0
1,0,0,1,4,0,3,0,57,50,38,33,44,38,78,25,27,24,37,27,0,0,0,0
0,0,1,1,1,1,1,0,45,55,38,39,27,38,31,28,27,26,35,27,0,0,0,0
0,0,1,0,0,0,0,0,41,47,38,60,42,38,42,26,26,44,37,26,0,0,0,0
0,1,0,1,0,2,0,1,33,45,38,52,52,38,24,39,26,45,29,26,0,0,0,0
0,1,0,3,1,5,1,2,NA,NA,NA,50,38,38,35,52,26,41,27,26,0,1,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,49,40,38,21,45,26,35,42,26,0,1,0,0
0,1,0,2,0,2,0,0,40,49,38,45,48,38,15,37,26,28,41,26,0,0,0,0
1,0,0,3,3,1,0,1,52,55,38,38,65,38,48,42,26,22,50,26,0,0,0,0
0,0,1,1,1,1,1,0,35,60,38,75,20,38,28,35,26,55,17,26,0,0,0,0
0,0,1,1,1,1,1,0,70,53,34,34,60,34,40,34,24,26,47,24,0,0,0,0
0,0,1,2,1,1,0,0,41,48,34,81,21,34,33,35,24,51,15,24,0,0,0,0
1,0,0,1,3,1,2,1,37,42,34,47,49,34,23,40,24,33,39,24,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,62,40,34,31,42,24,61,13,24,0,1,0,0
0,0,1,0,1,1,1,1,57,48,34,48,49,34,36,30,24,19,43,24,0,0,0,0
1,0,0,2,2,1,0,1,44,66,34,NA,NA,NA,17,21,23,24,22,23,0,0,0,1
1,0,0,0,1,0,1,0,45,63,34,40,61,34,19,17,23,23,23,23,0,0,0,0
0,0,1,0,0,0,0,0,43,42,34,34,54,34,24,35,23,16,39,23,0,0,0,0
0,0,1,1,1,1,1,0,79,21,34,45,53,34,42,24,23,31,25,23,0,0,0,0
0,1,0,2,1,2,0,1,65,51,38,59,53,38,35,44,26,55,19,26,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,51,50,38,25,31,25,49,29,25,0,1,0,0
0,0,1,0,1,1,1,1,44,38,34,NA,NA,NA,34,23,22,39,23,22,0,0,1,0
1,0,0,3,2,1,0,0,39,43,38,NA,NA,NA,33,34,27,40,36,27,0,0,0,1
0,1,0,1,0,2,0,1,40,41,34,44,44,34,17,29,23,25,29,23,0,0,0,0
0,1,0,0,0,1,0,1,53,49,46,NA,NA,NA,37,52,35,30,41,35,0,0,0,1
0,0,1,1,1,1,0,1,46,46,46,56,51,46,39,50,34,48,51,35,0,0,0,0
0,0,1,1,1,1,0,1,54,71,46,NA,NA,NA,44,52,35,60,53,35,0,0,1,0
0,0,1,2,1,1,0,0,66,43,46,45,45,46,38,32,35,47,44,35,0,0,0,0
0,0,1,1,1,1,0,1,66,79,46,50,58,46,59,40,34,49,35,35,0,0,0,0
1,0,0,1,1,0,0,0,59,70,46,NA,NA,NA,45,39,34,35,38,35,0,0,1,0
0,0,1,0,0,0,0,0,53,51,46,53,58,46,36,43,35,40,46,33,0,0,0,0
0,1,0,4,2,3,0,1,43,47,46,72,67,46,49,58,35,51,49,34,0,0,0,0
1,0,0,2,2,1,1,0,54,54,46,NA,NA,NA,39,49,35,53,50,35,0,0,0,1
0,0,1,0,0,0,0,0,52,59,46,NA,NA,NA,49,46,35,69,29,35,0,0,1,0
0,1,0,2,0,2,0,0,53,71,46,72,42,46,32,79,35,58,31,35,0,0,0,0
0,0,1,0,1,1,1,1,66,45,46,NA,NA,NA,47,34,35,34,47,35,0,0,0,1
1,0,0,2,2,1,1,0,NA,NA,NA,60,47,46,44,41,35,60,38,35,1,0,0,0
0,1,0,4,2,3,1,0,NA,NA,NA,64,59,46,42,35,33,64,38,35,0,1,0,0
1,0,0,1,1,0,0,0,71,49,46,58,70,46,43,44,35,32,56,35,0,0,0,0
0,0,1,0,0,0,0,0,71,41,38,41,55,38,53,29,26,32,40,27,0,0,0,0
0,0,1,2,1,1,0,0,45,61,38,34,52,38,28,40,25,27,41,25,0,0,0,0
1,0,0,1,3,0,2,0,72,42,46,66,43,46,60,31,36,39,33,36,0,0,0,0
1,0,0,4,4,3,2,1,40,74,38,45,53,38,35,35,26,40,41,26,0,0,0,0
0,0,1,0,0,0,0,0,40,46,42,48,44,42,37,39,28,21,28,28,0,0,0,0
0,0,1,1,1,1,1,0,56,40,34,50,65,34,36,38,23,30,43,23,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,35,37,34,23,42,23,19,33,23,0,1,0,0
0,1,0,2,1,2,0,1,45,39,34,56,50,34,23,28,23,37,23,23,0,0,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,56,40,34,40,24,23,31,36,23,1,0,0,0
1,0,0,1,3,0,2,0,48,42,38,40,38,38,40,37,28,28,35,28,0,0,0,0
0,0,1,3,2,2,0,1,58,41,38,39,52,38,45,21,28,29,46,28,0,0,0,0
1,0,0,1,3,1,3,0,NA,NA,NA,NA,NA,NA,29,30,28,37,27,28,1,0,1,0
1,0,0,1,2,1,1,1,NA,NA,NA,47,59,38,39,30,28,37,36,28,0,1,0,0
0,0,1,0,0,0,0,0,35,42,38,47,46,38,24,32,28,21,33,28,0,0,0,0
0,1,0,1,0,1,0,0,52,37,38,56,53,38,27,24,28,32,31,28,0,0,0,0
1,0,0,2,2,0,0,0,50,52,38,43,38,38,40,30,28,28,37,28,0,0,0,0
1,0,0,1,2,1,2,0,38,45,38,39,43,38,35,40,28,35,35,28,0,0,0,0
1,0,0,2,3,0,1,0,NA,NA,NA,34,42,38,30,23,28,32,36,28,1,0,0,0
1,0,0,3,3,1,1,0,36,41,38,NA,NA,NA,32,47,28,27,34,28,0,0,0,1
1,0,0,1,2,1,1,1,75,20,38,49,43,38,56,18,27,40,30,27,0,0,0,0
1,0,0,1,5,0,4,0,55,38,34,NA,NA,NA,36,32,25,32,42,25,0,0,0,1
0,1,0,2,0,4,0,2,47,38,34,67,30,34,23,35,24,53,11,24,0,0,0,0
1,0,0,3,3,2,1,1,45,67,38,65,51,38,37,52,27,36,46,27,0,0,0,0
1,0,0,1,3,0,2,0,59,55,38,34,48,38,44,30,27,36,34,27,0,0,0,0
1,0,0,3,2,1,0,0,NA,NA,NA,42,52,38,24,53,27,35,59,27,0,1,0,0
1,0,0,1,2,0,1,0,NA,NA,NA,66,45,46,35,39,36,48,35,36,1,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,53,51,46,54,52,36,36,43,36,0,1,0,0
0,1,0,0,0,1,0,1,72,67,46,59,70,46,54,51,35,46,39,35,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,43,47,46,35,48,36,51,61,36,0,1,0,0
0,0,1,2,1,1,0,0,56,51,46,53,49,46,49,52,36,37,53,36,0,0,0,0
0,0,1,0,0,0,0,0,50,58,46,54,54,46,50,36,36,41,50,36,0,0,0,0
0,1,0,3,1,3,0,1,NA,NA,NA,66,79,46,69,29,36,60,41,35,1,0,0,0
0,0,1,3,2,2,1,0,NA,NA,NA,46,46,46,61,54,36,40,51,35,1,0,0,0
1,0,0,1,3,0,2,0,45,45,46,52,59,46,48,45,36,49,46,36,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,54,71,46,31,41,36,45,53,36,0,1,0,0
1,0,0,0,1,0,1,0,53,58,46,53,71,46,40,46,34,32,81,36,0,0,0,0
0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,47,45,35,53,60,36,0,1,0,1
1,0,0,0,2,0,2,0,NA,NA,NA,58,64,46,54,54,36,53,43,35,0,1,0,0
0,0,1,1,1,1,0,1,NA,NA,NA,71,49,46,46,42,36,44,44,36,1,0,0,0
0,0,1,0,1,1,1,1,58,70,46,58,79,46,32,57,36,39,50,36,0,0,0,0
0,1,0,2,0,2,0,0,67,49,46,55,40,46,30,54,35,47,34,36,0,0,0,0
0,1,0,3,2,4,1,2,52,56,46,NA,NA,NA,52,32,35,46,29,34,0,0,1,0
1,0,0,4,3,2,0,1,71,56,46,60,47,46,47,57,36,61,40,36,0,0,0,0
0,0,1,3,2,2,0,1,NA,NA,NA,68,61,46,45,45,35,48,46,33,1,0,0,0
0,0,1,0,0,0,0,0,44,58,46,56,73,46,23,36,36,54,64,36,0,0,0,0
0,1,0,2,1,2,0,1,82,73,46,NA,NA,NA,49,48,36,44,38,34,0,0,0,1
1,0,0,3,3,2,1,1,56,58,46,64,71,46,35,52,33,35,50,36,0,0,0,0
0,1,0,1,0,1,0,0,46,69,38,63,18,38,24,54,26,48,22,26,0,0,0,0
0,1,0,2,1,2,0,1,38,35,38,NA,NA,NA,32,43,26,26,32,26,0,0,0,1
0,0,1,0,1,1,1,1,51,50,38,NA,NA,NA,50,30,26,21,40,26,0,0,0,1
0,0,1,2,1,1,0,0,46,48,38,40,62,38,35,46,26,27,55,26,0,0,0,0
1,0,0,2,2,1,0,1,59,52,42,50,44,42,25,39,28,36,38,28,0,0,0,0
0,0,1,1,1,1,0,1,39,45,42,44,50,42,27,34,28,38,36,28,0,0,0,0
0,0,1,2,1,1,0,0,55,56,42,NA,NA,NA,25,45,28,31,38,28,0,0,0,1
0,0,1,0,0,0,0,0,57,51,42,52,51,42,33,38,28,34,33,28,0,0,0,0
0,1,0,2,0,4,0,2,47,52,42,NA,NA,NA,32,25,28,40,20,28,0,0,1,0
1,0,0,1,3,0,2,0,80,17,34,34,52,34,57,13,23,26,24,23,0,0,0,0
1,0,0,0,2,1,2,1,38,53,34,46,42,34,15,45,23,32,38,23,0,0,0,0
0,0,1,2,1,1,0,0,NA,NA,NA,39,54,34,30,40,23,44,24,23,0,1,0,0
1,0,0,2,2,1,1,0,42,42,34,82,34,34,30,25,23,52,25,23,0,0,0,0
0,0,1,2,2,2,1,1,33,42,34,38,42,34,21,39,23,31,25,23,0,0,0,0
0,1,0,0,0,1,0,1,NA,NA,NA,47,49,34,43,24,23,21,34,23,0,1,0,0
1,0,0,1,1,0,0,0,NA,NA,NA,32,46,34,39,29,23,28,33,23,1,0,0,0
0,1,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,25,24,23,35,29,23,0,1,0,1
1,0,0,5,5,0,0,0,47,56,38,36,42,38,32,36,28,24,38,28,0,0,0,0
1,0,0,3,2,1,0,0,57,50,38,50,57,38,82,25,28,36,34,28,0,0,0,0
0,1,0,3,2,3,1,1,49,47,38,33,44,38,40,46,28,24,41,28,0,0,0,0
0,1,0,2,1,2,1,0,NA,NA,NA,39,27,38,18,35,28,27,36,28,0,1,0,0
0,0,1,1,1,1,0,1,52,54,38,NA,NA,NA,27,32,28,37,45,28,0,0,0,1
1,0,0,4,4,1,1,0,NA,NA,NA,34,41,38,41,38,28,36,29,28,0,1,0,0
0,1,0,1,0,1,0,0,45,48,38,48,61,38,30,41,27,34,33,27,0,0,0,0
1,0,0,1,1,0,0,0,48,49,34,37,42,34,20,44,25,26,41,25,0,0,0,0
1,0,0,3,4,1,2,0,34,60,34,46,61,34,27,48,25,43,30,25,0,0,0,0
0,1,0,3,1,3,0,1,NA,NA,NA,88,32,34,24,42,25,48,17,25,0,1,0,0
1,0,0,2,2,1,0,1,47,49,34,57,48,34,34,42,25,37,31,25,0,0,0,0
0,0,1,0,0,0,0,0,NA,NA,NA,54,35,34,25,24,24,36,21,24,0,1,0,0
0,1,0,2,1,2,1,0,40,61,34,NA,NA,NA,23,24,24,18,36,24,0,0,0,1
0,1,0,4,1,4,0,1,34,54,34,79,21,34,16,39,24,43,25,24,0,0,0,0
1,0,0,1,2,1,1,1,63,50,38,NA,NA,NA,58,34,27,30,40,27,0,0,0,1
0,1,0,0,0,1,0,1,51,59,38,44,35,38,39,44,25,38,19,26,0,0,0,0
1,0,0,2,2,1,1,0,45,61,38,112,29,38,29,41,26,76,21,26,0,0,0,0
1,0,0,1,2,1,1,1,110,34,38,34,52,38,67,26,25,28,42,26,0,0,0,0
0,1,0,1,0,2,0,1,45,48,38,58,45,38,42,36,26,32,30,26,0,0,0,0
0,0,1,0,0,0,0,0,44,51,42,48,49,42,28,33,28,36,30,28,0,0,0,0
1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,39,27,28,27,32,28,0,1,1,0
0,0,1,3,2,2,1,0,NA,NA,NA,45,46,42,31,31,28,32,22,28,1,0,0,0
0,1,0,3,1,2,0,0,NA,NA,NA,46,28,42,22,21,28,47,23,28,0,1,0,0
0,0,1,3,2,2,0,1,NA,NA,NA,57,41,42,30,33,28,30,36,28,0,1,0,0
1,0,0,1,2,1,1,1,40,46,34,67,50,34,22,45,23,29,31,23,0,0,0,0
1,0,0,0,3,0,3,0,51,49,34,42,52,34,28,27,23,23,30,23,0,0,0,0
0,0,1,2,1,1,0,0,49,47,34,42,40,34,19,22,23,33,23,23,0,0,0,0
1,0,0,0,1,0,1,0,68,41,34,38,39,34,35,38,23,29,42,23,0,0,0,0
0,0,1,1,1,1,1,0,40,50,34,49,55,34,31,25,23,25,31,23,0,0,0,0
0,1,0,2,1,2,0,1,47,58,38,102,19,38,28,57,28,56,19,28,0,0,0,0
1,0,0,3,4,0,1,0,67,43,38,45,55,38,55,32,27,32,29,28,0,0,0,0
0,0,1,3,2,2,0,1,42,37,38,NA,NA,NA,31,22,28,26,51,27,0,0,0,1
1,0,0,2,4,0,2,0,43,45,38,40,49,38,29,37,27,15,39,27,0,0,0,0
1,0,0,1,1,0,0,0,60,42,38,NA,NA,NA,44,37,27,36,57,27,0,0,0,1
1,0,0,2,7,1,5,1,50,38,38,41,47,38,46,28,27,42,26,27,0,0,0,0
1,0,0,2,3,0,1,0,80,32,38,NA,NA,NA,62,30,27,21,45,27,0,0,0,1
0,1,0,2,0,3,0,1,38,65,38,83,41,38,23,53,27,58,25,27,0,0,0,0
0,1,0,3,1,3,0,1,NA,NA,NA,35,60,38,28,60,27,29,36,27,0,1,0,0
0,1,0,1,0,1,0,0,49,40,38,33,45,38,35,42,27,24,41,27,0,0,0,0
1,0,0,3,3,0,0,0,81,21,34,49,64,34,52,16,25,35,32,25,0,0,0,0
1,0,0,5,5,2,2,0,62,40,34,70,53,34,61,14,25,41,35,25,0,0,0,0
1,0,0,3,3,1,1,0,34,55,34,41,48,34,15,36,25,34,36,25,0,0,0,0
1,0,0,1,2,0,1,0,35,53,34,56,54,34,22,29,25,27,47,25,0,0,0,0
1,0,0,0,3,0,3,0,51,29,30,40,57,30,64,30,29,28,40,29,0,0,0,0
0,0,1,3,2,2,0,1,64,30,30,28,47,30,54,22,29,33,46,29,0,0,0,0
0,1,0,4,1,3,0,0,NA,NA,NA,51,50,30,39,61,29,46,37,29,0,1,0,0
1,0,0,1,3,0,2,0,56,29,30,48,50,30,42,29,29,41,33,29,0,0,0,0
0,1,0,1,0,2,0,1,31,35,30,NA,NA,NA,38,53,29,27,53,29,0,0,0,1
0,0,1,0,0,0,0,0,35,40,30,36,39,30,24,34,29,34,29,29,0,0,0,0
0,0,1,3,2,2,0,1,41,51,30,55,44,30,45,36,29,50,35,29,0,0,0,0
0,1,0,2,0,4,0,2,35,59,30,42,30,30,33,61,29,36,35,29,0,0,0,0
1,0,0,2,3,0,1,0,24,41,34,45,63,34,24,25,24,20,17,24,0,0,0,0
